单手剑？	铜剑										0	20016		0		0	1	2	0	1	1	1	1	100	300	300			0	0	8	12	0	0																																																						0	0	1			0	140000	170000	50	0	0			0
单手剑？	短剑										1	20055		0		0	1	2	0	1	1	1	1	100	300	300			0	0	0	0	0	0																																																						0	1	0			0	140000	170001	50	0	0			0
单手剑？	刺刀										2	20016		0		0	1	2	0	1	1	1	1	0	300	300			0	0	11	15	0	0																																																						0	0	1			0	140000	170002	45	0	0			0
单手剑？	阔剑										3	20015	280	0		0	1	2	0	1	1	1	1	100	250	300			0	0	18	36	0	0																																																						0	0	1			1	140000	170003	50	0	0			0
单手剑？	军刀										4	20045		0		0	1	2	0	1	1	1	1	0	1500	1500			0	0	18	18	0	0																																																						0	0	1			0	140000	170004	0	0	0			0
单手剑？	剑										5	20055		0		0	1	2	0	1	1	1	1	0	1500	1500			0	0	20	20	0	0																																																						0	0	1			0	140000	170005	0	0	0			0
单手剑？	圭型大刀										6	20091		0		0	1	2	0	1	1	1	1	0	1500	1500			0	0	20	24	0	0																																																						0	0	1			0	140000	170006	0	0	0			0
单手剑？	燕尾剑										7	20004	1000	0		0	1	2	0	1	1	1	1	0	250	250			0	0	12	12	0	0																																																						0	0	1			0	140000	170007	0	0	1			0
单手剑？	长剑										8	20043	220	0		0	1	2	0	1	1	1	1	100	250	300			0	0	12	24	0	0																																																						0	0	1			1	140000	170008	50	0	0			0
双手剑？	乱斗剑										9	20001		0		1	1	2	0	1	1	1	1	0	1500	1500			0	0	28	28	0	0																																																						0	0	1			0	140000	170009	0	0	0			0
单手剑？	波刃剑										10	20056		0		0	1	2	0	1	1	1	2	100	300	300			0	0	18	22	0	0																																																						0	0	1			0	140000	170010	45	0	0			0
单手剑？	利刃短剑										11	20017		0		0	1	2	0	1	1	1	2	100	300	300			0	0	22	26	0	0																																																						0	0	1			0	140000	170011	50	0	0			0
单手剑？	轻便短剑										12	20015		0		0	1	2	0	1	1	1	2	0	1500	1500			0	0	34	34	0	0																																																						0	0	1			0	140000	170012	0	0	0			0
单手剑？	打刀										13	20091		0		0	1	2	0	1	1	1	2	0	1500	1500			0	0	36	36	0	0																																																						0	0	1			0	140000	170013	0	0	0			0
单手剑？	利刃弯刀										14	20063	2000	0		0	1	2	0	1	1	1	2	100	250	250			0	0	26	26	0	0																																																						0	0	1			0	140000	170014	0	0	1			0
单手剑？	圆头大刀										15	20091		0		0	1	2	0	1	1	1	2	0	1500	1500			0	0	40	40	0	0																																																						0	0	1			0	140000	170015	0	0	0			0
单手剑？	突刺剑										16	20004	350	0		0	1	2	0	1	1	1	2	100	250	300			0	0	26	48	0	0																																																						0	0	1			1	140000	170016	30	0	0			0
单手剑？	双刃剑										17	20064		0		0	1	2	0	1	1	1	2	0	1500	1500			0	0	44	44	0	0																																																						0	0	1			0	140000	170017	0	0	0			0
单手剑？	火舌剑										18	20041	500	0		0	1	2	0	1	1	1	2	100	250	300			0	0	33	60	0	0																																																						0	0	1			1	140000	170018	30	0	0			0
单手剑？	逆刃刀										19	20043		0		0	1	2	0	1	1	1	2	0	1500	1500			0	0	48	48	0	0																																																						0	0	1			0	140000	170019	0	0	0			0
单手剑？	尖柄短剑										20	20056	4000	0		0	1	2	0	1	1	1	3	100	300	300			0	0	43	43	0	0																																																						0	0	1			0	140000	170020	0	0	1			0
单手剑？	重刃刀										21	20055		0		0	1	2	0	1	1	1	3	100	300	300			0	0	32	36	0	0																																																						0	0	1			0	140000	170021	50	0	0			0
单手剑？	面包剑										22	20054	600	0		0	1	2	0	1	1	1	3	100	250	300			0	0	43	72	0	0																																																						0	0	1			1	140000	170022	20	0	0			0
单手剑？	骑兵剑										23	20018		0		0	1	2	0	1	1	1	3	0	1500	1500			0	0	56	56	0	0																																																						0	0	1			0	140000	170023	0	0	0			0
单手剑？	宽刃剑										24	20063		0		0	1	2	0	1	1	1	3	0	1500	1500			0	0	58	58	0	0																																																						0	0	1			0	140000	170024	0	0	0			0
