TESTAREA|1|227|||0|777|1|1|50|50|1|1000|18209|18209|||||||||0|0|||||||||
TESTAREA|2|227|||0|777|40|1|90|50|2|0|18209||||||||||0||||||||||
开放采掘TEST|3|227|||0|777|1|1|99|99|2|0|18209||||||||||0||||||||||
钓りTESTAREA1|4|254|||0|777|1|1|99|99|1|200|11203|11204|11600|11601|18184|17715|||||500|500|500|500|500|500|||||
トランス试练（火）LV1|100|226|||0|59605|47|112|64|122|1|0|9373||||||||||1000||||||||||
トランス试练（火）LV1|101|225|||0|59605|47|112|64|122|1|0|9373||||||||||1000||||||||||
トランス试练（火）LV1|102|227|||0|59605|47|112|64|122|1|0|9373||||||||||1000||||||||||
トランス试练（火）LV1|103|226|||0|59604|110|26|128|44|1|0|9363||||||||||1000||||||||||
トランス试练（火）LV1|104|225|||0|59604|110|26|128|44|1|0|9363||||||||||1000||||||||||
トランス试练（火）LV1|105|227|||0|59604|110|26|128|44|1|0|9363||||||||||1000||||||||||
トランス试练（火）LV1|106|226|||0|59604|93|168|111|187|1|0|9383||||||||||1000||||||||||
トランス试练（火）LV1|107|225|||0|59604|93|168|111|187|1|0|9383||||||||||1000||||||||||
トランス试练（火）LV1|108|227|||0|59604|93|168|111|187|1|0|9383||||||||||1000||||||||||
トランス试练（火）LV1|109|226|||0|59604|151|89|187|106|1|0|9353||||||||||1000||||||||||
トランス试练（火）LV1|110|225|||0|59604|151|89|187|106|1|0|9353||||||||||1000||||||||||
トランス试练（火）LV1|111|227|||0|59604|151|89|187|106|1|0|9353||||||||||1000||||||||||
トランス试练（水）LV1|120|226|||0|59612|47|112|64|122|1|0|9373||||||||||1000||||||||||
トランス试练（水）LV1|121|225|||0|59612|47|112|64|122|1|0|9373||||||||||1000||||||||||
トランス试练（水）LV1|122|227|||0|59612|47|112|64|122|1|0|9373||||||||||1000||||||||||
トランス试练（水）LV1|123|226|||0|59611|110|26|128|44|1|0|9363||||||||||1000||||||||||
トランス试练（水）LV1|124|225|||0|59611|110|26|128|44|1|0|9363||||||||||1000||||||||||
トランス试练（水）LV1|125|227|||0|59611|110|26|128|44|1|0|9363||||||||||1000||||||||||
トランス试练（水）LV1|126|226|||0|59611|93|168|111|187|1|0|9383||||||||||1000||||||||||
トランス试练（水）LV1|127|225|||0|59611|93|168|111|187|1|0|9383||||||||||1000||||||||||
トランス试练（水）LV1|128|227|||0|59611|93|168|111|187|1|0|9383||||||||||1000||||||||||
トランス试练（水）LV1|129|226|||0|59611|151|89|187|106|1|0|9353||||||||||1000||||||||||
トランス试练（水）LV1|130|225|||0|59611|151|89|187|106|1|0|9353||||||||||1000||||||||||
トランス试练（水）LV1|131|227|||0|59611|151|89|187|106|1|0|9353||||||||||1000||||||||||
トランス试练（土）LV1|140|226|||0|59619|47|112|64|122|1|0|9373||||||||||1000||||||||||
トランス试练（土）LV1|141|225|||0|59619|47|112|64|122|1|0|9373||||||||||1000||||||||||
トランス试练（土）LV1|142|227|||0|59619|47|112|64|122|1|0|9373||||||||||1000||||||||||
トランス试练（土）LV1|143|226|||0|59618|110|26|128|44|1|0|9363||||||||||1000||||||||||
トランス试练（土）LV1|144|225|||0|59618|110|26|128|44|1|0|9363||||||||||1000||||||||||
トランス试练（土）LV1|145|227|||0|59618|110|26|128|44|1|0|9363||||||||||1000||||||||||
トランス试练（土）LV1|146|226|||0|59618|93|168|111|187|1|0|9383||||||||||1000||||||||||
トランス试练（土）LV1|147|225|||0|59618|93|168|111|187|1|0|9383||||||||||1000||||||||||
トランス试练（土）LV1|148|227|||0|59618|93|168|111|187|1|0|9383||||||||||1000||||||||||
トランス试练（土）LV1|149|226|||0|59618|151|89|187|106|1|0|9353||||||||||1000||||||||||
トランス试练（土）LV1|150|225|||0|59618|151|89|187|106|1|0|9353||||||||||1000||||||||||
トランス试练（土）LV1|151|227|||0|59618|151|89|187|106|1|0|9353||||||||||1000||||||||||
トランス试练（风）LV1|160|226|||0|59626|47|112|64|122|1|0|9373||||||||||1000||||||||||
トランス试练（风）LV1|161|225|||0|59626|47|112|64|122|1|0|9373||||||||||1000||||||||||
トランス试练（风）LV1|162|227|||0|59626|47|112|64|122|1|0|9373||||||||||1000||||||||||
トランス试练（风）LV1|163|226|||0|59625|110|26|128|44|1|0|9363||||||||||1000||||||||||
トランス试练（风）LV1|164|225|||0|59625|110|26|128|44|1|0|9363||||||||||1000||||||||||
トランス试练（风）LV1|165|227|||0|59625|110|26|128|44|1|0|9363||||||||||1000||||||||||
トランス试练（风）LV1|166|226|||0|59625|93|168|111|187|1|0|9383||||||||||1000||||||||||
トランス试练（风）LV1|167|225|||0|59625|93|168|111|187|1|0|9383||||||||||1000||||||||||
トランス试练（风）LV1|168|227|||0|59625|93|168|111|187|1|0|9383||||||||||1000||||||||||
トランス试练（风）LV1|169|226|||0|59625|151|89|187|106|1|0|9353||||||||||1000||||||||||
トランス试练（风）LV1|170|225|||0|59625|151|89|187|106|1|0|9353||||||||||1000||||||||||
トランス试练（风）LV1|171|227|||0|59625|151|89|187|106|1|0|9353||||||||||1000||||||||||
トランス试练（火）LV２|180|226|||0|59631|47|112|64|122|1|0|9374||||||||||1000||||||||||
トランス试练（火）LV２|181|225|||0|59631|47|112|64|122|1|0|9374||||||||||1000||||||||||
トランス试练（火）LV２|182|227|||0|59631|47|112|64|122|1|0|9374||||||||||1000||||||||||
トランス试练（火）LV２|183|226|||0|59630|110|26|128|44|1|0|9364||||||||||1000||||||||||
トランス试练（火）LV２|184|225|||0|59630|110|26|128|44|1|0|9364||||||||||1000||||||||||
トランス试练（火）LV２|185|227|||0|59630|110|26|128|44|1|0|9364||||||||||1000||||||||||
トランス试练（火）LV２|186|226|||0|59630|93|168|111|187|1|0|9384||||||||||1000||||||||||
トランス试练（火）LV２|187|225|||0|59630|93|168|111|187|1|0|9384||||||||||1000||||||||||
トランス试练（火）LV２|188|227|||0|59630|93|168|111|187|1|0|9384||||||||||1000||||||||||
トランス试练（火）LV２|189|226|||0|59630|151|89|187|106|1|0|9354||||||||||1000||||||||||
トランス试练（火）LV２|190|225|||0|59630|151|89|187|106|1|0|9354||||||||||1000||||||||||
トランス试练（火）LV２|191|227|||0|59630|151|89|187|106|1|0|9354||||||||||1000||||||||||
トランス试练（水）LV２|200|226|||0|59635|47|112|64|122|1|0|9374||||||||||1000||||||||||
トランス试练（水）LV２|201|225|||0|59635|47|112|64|122|1|0|9374||||||||||1000||||||||||
トランス试练（水）LV２|202|227|||0|59635|47|112|64|122|1|0|9374||||||||||1000||||||||||
トランス试练（水）LV２|203|226|||0|59634|110|26|128|44|1|0|9364||||||||||1000||||||||||
トランス试练（水）LV２|204|225|||0|59634|110|26|128|44|1|0|9364||||||||||1000||||||||||
トランス试练（水）LV２|205|227|||0|59634|110|26|128|44|1|0|9364||||||||||1000||||||||||
トランス试练（水）LV２|206|226|||0|59634|93|168|111|187|1|0|9384||||||||||1000||||||||||
トランス试练（水）LV２|207|225|||0|59634|93|168|111|187|1|0|9384||||||||||1000||||||||||
トランス试练（水）LV２|208|227|||0|59634|93|168|111|187|1|0|9384||||||||||1000||||||||||
トランス试练（水）LV２|209|226|||0|59634|151|89|187|106|1|0|9354||||||||||1000||||||||||
トランス试练（水）LV２|210|225|||0|59634|151|89|187|106|1|0|9354||||||||||1000||||||||||
トランス试练（水）LV２|211|227|||0|59634|151|89|187|106|1|0|9354||||||||||1000||||||||||
トランス试练（土）LV２|220|226|||0|59639|47|112|64|122|1|0|9374||||||||||1000||||||||||
