0|0|1|0
1|1|1|0
2|2|1|0
3|3|1|0
4|4|1|0
5|5|1|0
6|6|1|0
7|7|1|0
8|8|1|0
9|9|1|0
10|10|1|0
11|11|1|0
12|12|1|0
13|13|1|0
14|14|1|0
15|15|1|0
16|16|1|0
17|17|1|0
18|18|1|0
19|19|1|0
20|20|1|0
21|21|1|0
22|22|1|0
23|23|1|0
24|24|1|0
25|25|1|0
26|26|1|0
27|27|1|0
28|28|1|0
29|29|1|0
30|30|1|0
31|31|1|0
32|32|1|0
33|33|1|0
34|34|1|0
35|35|1|0
36|36|1|0
37|37|1|0
38|38|1|0
39|39|1|0
40|40|1|0
41|41|1|0
42|42|1|0
43|43|1|0
44|44|1|0
45|45|1|0
46|46|1|0
47|47|1|0
48|48|1|0
49|49|1|0
50|50|1|0
51|51|1|0
52|52|1|0
53|53|1|0
54|54|1|0
55|55|1|0
56|56|1|0
57|57|1|0
58|58|1|0
59|59|1|0
60|60|1|0
61|61|1|0
62|62|1|0
63|63|1|0
64|64|1|0
65|65|1|0
66|66|1|0
67|67|1|0
68|68|1|0
69|69|1|0
70|70|1|0
71|71|1|0
72|72|1|0
73|73|1|0
74|74|1|0
75|75|1|0
76|76|1|0
77|77|1|0
78|78|1|0
79|79|1|0
80|80|1|0
81|81|1|0
82|82|1|0
83|83|1|0
84|84|1|0
85|85|1|0
86|86|1|0
87|87|1|0
88|88|1|0
89|89|1|0
90|93|1|0
91|150|1|0
92|160|1|0
93|170|1|0
94|200|1|0
95|201|1|0
96|202|1|0
97|203|1|0
98|204|1|0
99|205|1|0
100|206|1|0
101|207|1|0
102|208|1|0
103|209|1|0
104|210|1|0
105|211|1|0
106|212|1|0
107|213|1|0
108|214|1|0
109|215|1|0
110|216|1|0
111|217|1|0
112|218|1|0
113|219|1|0
114|220|1|0
115|221|1|0
116|222|1|0
117|223|1|0
118|224|1|0
119|225|1|0
120|226|1|0
121|227|1|0
122|250|1|1
123|251|1|1
124|252|1|1
125|253|1|1
126|0|11|4
127|1|11|4
128|2|11|0
129|3|11|4
130|4|11|2
131|5|11|4
132|6|11|4
133|7|11|4
134|8|11|4
135|9|11|4
136|10|11|1
137|11|11|4
138|12|11|4
139|13|11|2
140|14|11|2
141|15|11|2
142|16|11|2
143|17|11|2
144|18|11|2
145|19|11|2
146|20|11|2
147|21|11|2
148|22|11|2
149|23|11|2
150|24|11|2
151|25|11|2
152|26|11|2
153|27|11|2
154|28|11|2
155|29|11|2
156|30|11|2
157|31|11|2
158|32|11|2
159|33|11|2
160|34|11|2
161|35|11|2
162|36|11|2
163|37|11|2
164|38|11|2
165|39|11|2
166|40|11|2
167|41|11|2
168|42|11|2
169|43|11|2
170|44|11|2
171|45|11|2
172|46|11|2
173|47|11|2
174|48|11|2
175|49|11|2
176|50|11|2
177|51|11|2
178|52|11|2
179|53|11|2
180|54|11|2
181|55|11|2
182|56|11|2
183|57|11|2
184|58|11|2
185|59|11|2
186|60|11|2
187|61|11|2
188|62|11|2
189|63|11|2
190|64|11|2
191|65|11|2
192|66|11|2
193|67|11|2
194|68|11|2
195|69|11|2
196|70|11|2
197|71|11|2
198|72|11|0
199|73|11|0
200|74|11|0
201|75|11|0
202|76|11|0
203|77|11|0
204|78|11|0
205|79|11|0
206|80|11|0
207|81|11|0
208|82|11|0
209|83|11|0
210|84|11|0
211|85|11|0
212|86|11|0
213|87|11|0
214|88|11|0
215|89|11|0
216|93|11|0
217|150|11|0
218|160|11|0
219|170|11|0
220|200|11|1
221|201|11|1
222|202|11|1
223|203|11|1
224|204|11|1
225|205|11|1
226|206|11|1
227|207|11|1
228|208|11|1
