//0=编号 1=准备跑 2=跑步结束 3=投掷
100000|1|0|1|
100001|0|1|1|
100002|0|1|1|
100003|0|1|1|
100004|1|0|1|
100005|0|1|1|
100006|1|0|1|
100007|0|1|1|
100008|0|1|1|
100009|0|1|1|
100010|1|0|1|
100011|0|1|1|
100012|1|0|1|
100013|0|1|1|
100014|0|1|1|
100015|0|1|1|
100016|1|0|1|
100017|0|1|1|
100018|1|0|1|
100019|0|1|1|
100020|0|1|1|
100021|0|1|1|
100022|1|0|1|
100023|0|1|1|
100025|0|0|0|
100026|0|0|0|
100027|0|0|0|
100028|0|0|0|
100029|0|0|0|
100030|0|0|0|
100031|0|0|0|
100032|0|0|0|
100033|0|0|0|
100034|0|0|0|
100035|0|0|0|
100036|0|0|0|
100037|0|0|0|
100038|0|0|0|
100039|0|0|0|
100040|0|0|0|
100041|0|0|0|
100042|0|0|0|
100043|0|0|0|
100044|0|0|0|
100045|0|0|0|
100046|0|0|0|
100047|0|0|0|
100048|0|0|0|
100050|0|0|0|
100051|0|0|0|
100052|0|1|0|
100053|0|0|0|
100054|0|0|0|
100055|0|0|0|
100056|0|0|0|
100057|0|0|0|
100058|0|1|0|
100059|0|0|0|
100060|0|0|0|
100061|0|0|0|
100062|0|0|0|
100063|0|0|0|
100064|0|1|0|
100065|0|0|0|
100066|0|0|0|
100067|0|0|0|
100068|0|0|0|
100069|0|0|0|
100070|0|1|0|
100071|0|0|0|
100072|0|0|0|
100073|0|0|0|
100075|0|0|0|
100076|0|0|0|
100077|0|0|0|
100078|0|0|0|
100079|0|0|0|
100080|0|0|0|
100081|0|0|0|
100082|0|0|0|
100083|0|0|0|
100084|0|0|0|
100085|0|0|0|
100086|0|0|0|
100087|0|0|0|
100088|0|0|0|
100089|0|0|0|
100090|0|0|0|
100091|0|0|0|
100092|0|0|0|
100093|0|0|0|
100094|0|0|0|
100095|0|0|0|
100096|0|0|0|
100097|0|0|0|
100098|0|0|0|
100100|0|0|0|
100101|0|0|0|
100102|0|0|0|
100103|0|0|0|
100104|0|0|0|
100105|0|0|0|
100106|0|0|0|
100107|0|0|0|
100108|0|0|0|
100109|0|0|0|
100110|0|0|0|
100111|0|0|0|
100112|0|0|0|
100113|0|0|0|
100114|0|0|0|
100115|0|0|0|
100116|0|0|0|
100117|0|0|0|
100118|0|0|0|
100119|0|0|0|
100120|0|0|0|
100121|0|0|0|
100122|0|0|0|
100123|0|0|0|
100125|0|0|0|
100126|0|0|0|
100127|0|0|0|
100128|0|0|0|
100129|0|0|0|
100130|0|0|0|
100131|0|0|0|
100132|0|0|0|
100133|0|0|0|
100134|0|0|0|
100135|0|0|0|
100136|0|0|0|
100137|0|0|0|
100138|0|0|0|
100139|0|0|0|
100140|0|0|0|
100141|0|0|0|
100142|0|0|0|
100143|0|0|0|
100144|0|0|0|
100145|0|0|0|
100146|0|0|0|
100147|0|0|0|
100148|0|0|0|
100150|0|0|0|
100151|0|0|0|
100152|0|0|0|
100153|0|0|0|
100154|0|0|0|
100155|0|0|0|
100156|0|0|0|
100157|0|0|0|
100158|0|0|0|
100159|0|0|0|
100160|0|0|0|
100161|0|0|0|
100162|0|0|0|
100163|0|0|0|
100164|0|0|0|
100165|0|0|0|
100166|0|0|0|
100167|0|0|0|
100168|0|0|0|
100169|0|0|0|
100170|0|0|0|
100171|0|0|0|
100172|0|0|0|
100173|0|0|0|
100250|0|0|0|
100251|0|0|0|
100252|0|0|0|
100253|0|0|0|
100254|0|0|0|
100255|0|0|0|
100256|0|0|0|
100257|0|0|0|
100258|0|0|0|
100259|0|0|0|
100260|0|0|0|
