0|0|0.005|1|1|CG1000000|23018
0|0|0.005|1|1|CG1000001|23019
0|0|0.005|1|1|CG1000002|23020
0|0|0.005|1|1|CG1000003|23021
0|0|0.005|1|1|CG1000004|23022
0|0|0.005|1|1|CG1000005|23023
0|0|0.005|1|1|CG1000006|23024
0|0|0.005|1|1|CG1000007|23025
0|0|0.005|1|1|CG1000008|23026
1|0|0.005|1|1|CG1000009|23000
1|0|0.005|1|1|CG1000010|23001
1|0|0.005|1|1|CG1000011|23002
1|0|0.005|1|1|CG1000012|23003
1|0|0.005|1|1|CG1000013|23004
1|0|0.005|1|1|CG1000014|23005
1|0|0.005|1|1|CG1000015|23006
1|0|0.005|1|1|CG1000016|23007
1|0|0.005|1|1|CG1000017|23008
1|0|0.005|1|1|CG1000018|23009
1|0|0.005|1|1|CG1000019|23010
1|0|0.005|1|1|CG1000020|23011
1|0|0.005|1|1|CG1000021|23012
1|0|0.005|1|1|CG1000022|23013
1|0|0.005|1|1|CG1000023|23014
1|0|0.005|1|1|CG1000024|23015
1|0|0.005|1|1|CG1000025|23016
1|0|0.005|1|1|CG1000026|23017
1|0|0.005|1|1|CG1000027|23027
1|0|0.005|1|1|CG1000028|23028
1|0|0.005|1|1|CG1000029|23029
1|0|0.005|1|1|CG1000030|23030
1|0|0.005|1|1|CG1000031|23031
1|0|0.005|1|1|CG1000032|23032
1|0|0.005|1|1|CG1000033|23033
1|0|0.005|1|1|CG1000034|23034
1|0|0.005|1|1|CG1000035|23035
1|0|0.005|1|1|CG1000036|23036
1|0|0.005|1|1|CG1000037|23037
1|0|0.005|1|1|CG1000038|23038
1|0|0.005|1|1|CG1000039|23039
1|0|0.005|1|1|CG1000040|23040
1|0|0.005|1|1|CG1000041|23041
1|0|0.005|1|1|CG1000042|23042
1|0|0.005|1|1|CG1000043|23043
1|0|0.005|1|1|CG1000044|23044
1|0|0.005|1|1|CG1000045|23045
1|0|0.005|1|1|CG1000046|23046
1|0|0.005|1|1|CG1000047|23047
1|0|0.005|1|1|CG1000048|23048
1|0|0.005|1|1|CG1000049|23049
1|0|0.005|1|1|CG1000050|23050
1|0|0.005|1|1|CG1000051|23051
1|0|0.005|1|1|CG1000052|23052
1|0|0.005|1|1|CG1000053|23053
1|0|0.005|1|1|CG1000054|23054
1|0|0.005|1|1|CG1000055|23055
1|0|0.005|1|1|CG1000056|23056
1|0|0.005|1|1|CG1000057|23057
1|0|0.005|1|1|CG1000058|23058
1|0|0.005|1|1|CG1000059|23059
1|0|0.005|1|1|CG1000060|23060
1|0|0.005|1|1|CG1000061|23061
1|0|0.005|1|1|CG1000062|23062
1|0|0.005|1|1|CG1000063|23063
1|0|0.005|1|1|CG1000064|23064
1|0|0.005|1|1|CG1000065|23065
1|0|0.005|1|1|CG1000066|23066
1|0|0.005|1|1|CG1000067|23067
1|0|0.005|1|1|CG1000068|23068
1|0|0.005|1|1|CG1000069|23069
1|0|0.005|1|1|CG1000070|23070
1|0|0.005|1|1|CG1000071|23071
1|0|0.005|1|1|CG1000072|23072
1|0|0.005|1|1|CG1000073|23073
1|0|0.005|1|1|CG1000074|23074
1|0|0.005|1|1|CG1000075|23075
1|0|0.005|1|1|CG1000076|23076
1|0|0.005|1|1|CG1000077|23077
1|0|0.005|1|1|CG1000078|23078
1|0|0.005|1|1|CG1000079|23079
1|0|0.005|1|1|CG1000080|23080
1|0|0.005|1|1|CG1000081|23081
1|0|0.005|1|1|CG1000082|23082
1|0|0.005|1|1|CG1000083|23083
1|0|0.005|1|1|CG1000084|23084
1|0|0.005|1|1|CG1000085|23085
1|0|0.005|1|1|CG1000086|23086
1|0|0.005|1|1|CG1000087|23087
1|0|0.005|1|1|CG1000088|23088
1|0|0.005|1|1|CG1000089|23089
1|0|0.005|1|1|CG1000090|23090
1|0|0.005|1|1|CG1000091|23091
1|0|0.005|1|1|CG1000092|23092
1|0|0.005|1|1|CG1000093|23093
1|0|0.005|1|1|CG1000094|23094
1|0|0.005|1|1|CG1000095|23095
1|0|0.005|1|1|CG1000096|23096
1|0|0.005|1|1|CG1000097|23097
1|0|0.005|1|1|CG1000098|23098
1|0|0.005|1|1|CG1000099|23099
1|0|0.005|1|1|CG1000100|23100
1|0|0.005|1|1|CG1000101|23101
1|0|0.005|1|1|CG1000102|23102
1|0|0.005|1|1|CG1000103|23103
1|0|0.005|1|1|CG1000104|23104
1|0|0.005|1|1|CG1000105|23105
1|0|0.005|1|1|CG1000106|23106
1|0|0.005|1|1|CG1000107|23107
1|0|0.005|1|1|CG1000108|23108
1|0|0.005|1|1|CG1000109|23109
1|0|0.005|1|1|CG1000110|23110
1|0|0.005|1|1|CG1000111|23111
1|0|0.005|1|1|CG1000112|23112
1|0|0.005|1|1|CG1000113|23113
1|0|0.005|1|1|CG1000114|23114
1|0|0.005|1|1|CG1000115|23115
1|0|0.005|1|1|CG1000116|23116
1|0|0.005|1|1|CG1000117|23117
1|0|0.005|1|1|CG1000118|23118
1|0|0.005|1|1|CG1000119|23119
1|0|0.005|1|1|CG1000120|23120
1|0|0.005|1|1|CG1000121|23121
1|0|0.005|1|1|CG1000122|23122
1|0|0.005|1|1|CG1000123|23123
1|0|0.005|1|1|CG1000124|23124
1|0|0.005|1|1|CG1000125|23125
1|0|0.005|1|1|CG1000126|23126
1|0|0.005|1|1|CG1000127|23127
1|0|0.005|1|1|CG1000128|23128
1|0|0.005|1|1|CG1000129|23129
1|0|0.005|1|1|CG1000130|23130
1|0|0.005|1|1|CG1000131|23131
1|0|0.005|1|1|CG1000132|23132
1|0|0.005|1|1|CG1000133|23133
1|0|0.005|1|1|CG1000134|23134
1|0|0.005|1|1|CG1000135|23135
1|0|0.005|1|1|CG1000136|23136
1|0|0.005|1|1|CG1000137|23137
1|0|0.005|1|1|CG1000138|23138
1|0|0.005|1|1|CG1000139|23139
1|0|0.005|1|1|CG1000140|23140
1|0|0.005|1|1|CG1000141|23141
1|0|0.005|1|1|CG1000142|23142
1|0|0.005|1|1|CG1000143|23143
1|0|0.005|1|1|CG1000144|23144
1|0|0.005|1|1|CG1000145|23145
1|0|0.005|1|1|CG1000146|23146
1|0|0.005|1|1|CG1000147|23147
1|0|0.005|1|1|CG1000148|23148
1|0|0.005|1|1|CG1000149|23149
1|0|0.005|1|1|CG1000150|23150
1|0|0.005|1|1|CG1000151|23151
1|0|0.005|1|1|CG1000152|23152
1|0|0.005|1|1|CG1000153|23153
1|0|0.005|1|1|CG1000154|23154
1|0|0.005|1|1|CG1000155|23155
1|0|0.005|1|1|CG1000156|23156
1|0|0.005|1|1|CG1000157|23157
1|0|0.005|1|1|CG1000158|23158
1|0|0.005|1|1|CG1000159|23159
1|0|0.005|1|1|CG1000160|23160
1|0|0.005|1|1|CG1000161|23161
1|0|0.005|1|1|CG1000162|23162
1|0|0.005|1|1|CG1000163|23163
1|0|0.005|1|1|CG1000164|23164
1|0|0.005|1|1|CG1000165|23165
1|0|0.005|1|1|CG1000166|23166
1|0|0.005|1|1|CG1000167|23167
1|0|0.005|1|1|CG1000168|23168
1|0|0.005|1|1|CG1000169|23169
1|0|0.005|1|1|CG1000170|23170
1|0|0.005|1|1|CG1000171|23171
1|0|0.005|1|1|CG1000172|23172
1|0|0.005|1|1|CG1000173|23174
1|0|0.005|1|1|CG1000174|23175
1|0|0.005|1|1|CG1000175|23176
1|0|0.005|1|1|CG1000176|23177
1|0|0.005|1|1|CG1000177|23178
1|0|0.005|1|1|CG1000178|23179
1|0|0.005|1|1|CG1000179|23180
1|0|0.005|1|1|CG1000180|23181
1|0|0.005|1|1|CG1000181|23182
1|0|0.005|1|1|CG1000182|23183
1|0|0.005|1|1|CG1000183|23184
1|0|0.005|1|1|CG1000184|23185
1|0|0.005|1|1|CG1000185|23186
1|0|0.005|1|1|CG1000186|23187
1|0|0.005|1|1|CG1000187|23188
1|0|0.005|1|1|CG1000188|23189
1|0|0.005|1|1|CG1000189|23190
1|0|0.005|1|1|CG1000190|23191
1|0|0.005|1|1|CG1000191|23192
1|0|0.005|1|1|CG1000192|23193
1|0|0.005|1|1|CG1000193|23194
1|0|0.005|1|1|CG1000194|23195
1|0|0.005|1|1|CG1000195|23196
1|0|0.005|1|1|CG1000196|23197
1|0|0.005|1|1|CG1000197|23198
1|0|0.005|1|1|CG1000198|23199
1|0|0.005|1|1|CG1000199|23200
1|0|0.005|1|1|CG1000200|23201
1|0|0.005|1|1|CG1000201|23202
1|0|0.005|1|1|CG1000202|23203
1|0|0.005|1|1|CG1000203|23204
1|0|0.005|1|1|CG1000204|23205
1|0|0.005|1|1|CG1000205|23206
1|0|0.005|1|1|CG1000206|23207
1|0|0.005|1|1|CG1000207|23208
1|0|0.005|1|1|CG1000208|23209
1|0|0.005|1|1|CG1000209|23210
1|0|0.005|1|1|CG1000210|23211
1|0|0.005|1|1|CG1000211|23212
1|0|0.005|1|1|CG1000212|23213
1|0|0.005|1|1|CG1000213|23214
1|0|0.005|1|1|CG1000214|23215
1|0|0.005|1|1|CG1000215|23216
1|0|0.005|1|1|CG1000216|23217
1|0|0.005|1|1|CG1000217|23218
1|0|0.005|1|1|CG1000218|23219
1|0|0.005|1|1|CG1000219|23220
1|0|0.005|1|1|CG1000220|23221
1|0|0.005|1|1|CG1000221|23222
1|0|0.005|1|1|CG1000222|23223
1|0|0.005|1|1|CG1000223|23224
1|0|0.005|1|1|CG1000224|23225
1|0|0.005|1|1|CG1000225|23226
1|0|0.005|1|1|CG1000226|23227
1|0|0.005|1|1|CG1000227|23228
1|0|0.005|1|1|CG1000228|23229
1|0|0.005|1|1|CG1000229|23230
1|0|0.005|1|1|CG1000230|23231
1|0|0.005|1|1|CG1000231|23232
1|0|0.005|1|1|CG1000232|23233
1|0|0.005|1|1|CG1000233|23234
1|0|0.005|1|1|CG1000234|23235
1|0|0.005|1|1|CG1000235|23236
1|0|0.005|1|1|CG1000236|23237
1|0|0.005|1|1|CG1000237|23238
1|0|0.005|1|1|CG1000238|23239
1|0|0.005|1|1|CG1000239|23240
1|0|0.005|1|1|CG1000240|23241
1|0|0.005|1|1|CG1000241|23242
1|0|0.005|1|1|CG1000242|23243
1|0|0.005|1|1|CG1000243|23244
1|0|0.005|1|1|CG1000244|23245
1|0|0.005|1|1|CG1000245|23246
1|0|0.005|1|1|CG1000246|23247
1|0|0.005|1|1|CG1000247|23248
1|0|0.005|1|1|CG1000248|23249
1|0|0.005|1|1|CG1000249|23250
1|0|0.005|1|1|CG1000250|23251
1|0|0.005|1|1|CG1000251|23252
1|0|0.005|1|1|CG1000252|23253
1|0|0.005|1|1|CG1000253|23254
1|0|0.005|1|1|CG1000254|23255
1|0|0.005|1|1|CG1000255|23256
1|0|0.005|1|1|CG1000256|23257
1|0|0.005|1|1|CG1000257|23258
1|0|0.005|1|1|CG1000258|23259
1|0|0.005|1|1|CG1000259|23260
1|0|0.005|1|1|CG1000260|23261
1|0|0.005|1|1|CG1000261|23262
1|0|0.005|1|1|CG1000262|23263
1|0|0.005|1|1|CG1000263|23264
1|0|0.005|1|1|CG1000264|23265
1|0|0.005|1|1|CG1000265|23266
1|0|0.005|1|1|CG1000266|23267
1|0|0.005|1|1|CG1000267|23268
1|0|0.005|1|1|CG1000268|23269
1|0|0.005|1|1|CG1000269|23270
1|0|0.005|1|1|CG1000270|23271
1|0|0.005|1|1|CG1000271|23272
1|0|0.005|1|1|CG1000272|23273
1|0|0.005|1|1|CG1000273|23274
1|0|0.005|1|1|CG1000274|23275
1|0|0.005|1|1|CG1000275|23276
1|0|0.005|1|1|CG1000276|23277
1|0|0.005|1|1|CG1000277|23278
1|0|0.005|1|1|CG1000278|23279
1|0|0.005|1|1|CG1000279|23280
1|0|0.005|1|1|CG1000280|23281
1|0|0.005|1|1|CG1000281|23282
1|0|0.005|1|1|CG1000282|23283
1|0|0.005|1|1|CG1000283|23284
1|0|0.005|1|1|CG1000284|23285
1|0|0.005|1|1|CG1000285|23286
1|0|0.005|1|1|CG1000286|23287
1|0|0.005|1|1|CG1000287|23288
1|0|0.005|1|1|CG1000288|23289
1|0|0.005|1|1|CG1000289|23290
1|0|0.005|1|1|CG1000290|23291
1|0|0.005|1|1|CG1000291|23292
1|0|0.005|1|1|CG1000292|23293
1|0|0.005|1|1|CG1000293|23294
1|0|0.005|1|1|CG1000294|23295
1|0|0.005|1|1|CG1000295|23296
1|0|0.005|1|1|CG1000296|23297
1|0|0.005|1|1|CG1000297|23298
1|0|0.005|1|1|CG1000298|23299
1|0|0.005|1|1|CG1000299|23300
1|0|0.005|1|1|CG1000300|23301
1|0|0.005|1|1|CG1000301|23302
1|0|0.005|1|1|CG1000302|23303
1|0|0.005|1|1|CG1000303|23304
1|0|0.005|1|1|CG1000304|23305
1|0|0.005|1|1|CG1000305|23306
1|0|0.005|1|1|CG1000306|23307
1|0|0.005|1|1|CG1000307|23308
1|0|0.005|1|1|CG1000308|23309
1|0|0.005|1|1|CG1000309|23310
1|0|0.005|1|1|CG1000310|23311
1|0|0.005|1|1|CG1000311|23312
1|0|0.005|1|1|CG1000312|23313
1|0|0.005|1|1|CG1000313|23314
1|0|0.005|1|1|CG1000314|23315
1|0|0.005|1|1|CG1000315|23316
1|0|0.005|1|1|CG1000316|23317
1|0|0.005|1|1|CG1000317|23318
1|0|0.005|1|1|CG1000318|23319
1|0|0.005|1|1|CG1000319|23320
1|0|0.005|1|1|CG1000320|23321
1|0|0.005|1|1|CG1000321|23322
1|0|0.005|1|1|CG1000322|23323
1|0|0.005|1|1|CG1000323|23324
1|0|0.005|1|1|CG1000324|23325
1|0|0.005|1|1|CG1000325|23326
1|0|0.005|1|1|CG1000326|23327
1|0|0.005|1|1|CG1000327|23328
1|0|0.005|1|1|CG1000328|23329
1|0|0.005|1|1|CG1000329|23330
1|0|0.005|1|1|CG1000330|23331
1|0|0.005|1|1|CG1000331|23332
1|0|0.005|1|1|CG1000332|23333
1|0|0.005|1|1|CG1000333|23334
1|0|0.005|1|1|CG1000334|23335
1|0|0.005|1|1|CG1000335|23336
1|0|0.005|1|1|CG1000336|23337
1|0|0.005|1|1|CG1000337|23338
1|0|0.005|1|1|CG1000338|23339
1|0|0.005|1|1|CG1000339|23340
1|0|0.005|1|1|CG1000340|23341
1|0|0.005|1|1|CG1000341|23342
1|0|0.005|1|1|CG1000342|23343
1|0|0.005|1|1|CG1000343|23344
1|0|0.005|1|1|CG1000344|23345
1|0|0.005|1|1|CG1000345|23346
1|0|0.005|1|1|CG1000346|23347
1|0|0.005|1|1|CG1000347|23348
1|0|0.005|1|1|CG1000348|23349
1|0|0.005|1|1|CG1000349|23350
1|0|0.005|1|1|CG1000350|23351
1|0|0.005|1|1|CG1000351|23352
1|0|0.005|1|1|CG1000352|23353
1|0|0.005|1|1|CG1000353|23354
1|0|0.005|1|1|CG1000354|23355
1|0|0.005|1|1|CG1000355|23356
1|0|0.005|1|1|CG1000356|23357
1|0|0.005|1|1|CG1000357|23358
1|0|0.005|1|1|CG1000358|23359
1|0|0.005|1|1|CG1000359|23360
1|0|0.005|1|1|CG1000360|23361
1|0|0.005|1|1|CG1000361|23362
1|0|0.005|1|1|CG1000362|23363
1|0|0.005|1|1|CG1000363|23364
1|0|0.005|1|1|CG1000364|23365
1|0|0.005|1|1|CG1000365|23366
1|0|0.005|1|1|CG1000366|23367
1|0|0.005|1|1|CG1000367|23368
1|0|0.005|1|1|CG1000368|23369
1|0|0.005|1|1|CG1000369|23370
1|0|0.005|1|1|CG1000370|23371
1|0|0.005|1|1|CG1000371|23372
1|0|0.005|1|1|CG1000372|23373
1|0|0.005|1|1|CG1000373|23374
1|0|0.005|1|1|CG1000374|23375
1|0|0.005|1|1|CG1000375|23376
1|0|0.005|1|1|CG1000376|23377
1|0|0.005|1|1|CG1000377|23378
1|0|0.005|1|1|CG1000378|23379
1|0|0.005|1|1|CG1000379|23380
1|0|0.005|1|1|CG1000380|23381
1|0|0.005|1|1|CG1000381|23382
1|0|0.005|1|1|CG1000382|23383
1|0|0.005|1|1|CG1000383|23384
1|0|0.005|1|1|CG1000384|23385
1|0|0.005|1|1|CG1000385|23386
1|0|0.005|1|1|CG1000386|23387
1|0|0.005|1|1|CG1000387|23388
1|0|0.005|1|1|CG1000388|23389
1|0|0.005|1|1|CG1000389|23390
1|0|0.005|1|1|CG1000390|23391
1|0|0.005|1|1|CG1000391|23392
1|0|0.005|1|1|CG1000392|23393
1|0|0.005|1|1|CG1000393|23394
1|0|0.005|1|1|CG1000394|23395
1|0|0.005|1|1|CG1000395|23396
1|0|0.005|1|1|CG1000396|23397
1|0|0.005|1|1|CG1000397|23398
1|0|0.005|1|1|CG1000398|23399
1|0|0.005|1|1|CG1000399|23400
1|0|0.005|1|1|CG1000400|23401
1|0|0.005|1|1|CG1000401|23402
1|0|0.005|1|1|CG1000402|23403
1|0|0.005|1|1|CG1000403|23404
1|0|0.005|1|1|CG1000404|23405
1|0|0.005|1|1|CG1000405|23406
